Stock Name,Listing Date
SAMHI,22/09/2023
DIAMINESQ,25/09/2023
NUVAMA,26/09/2023
SIGNATURE,27/09/2023
KALAMANDIR,27/09/2023
YATRA,28/09/2023
JSWINFRA,03/10/2023
MVGJL,03/10/2023
UDS,04/10/2023
LLOYDSENGG,05/10/2023
VALIANTLAB,06/10/2023
PLAZACABLE,12/10/2023
SICALLOG,12/10/2023
IRMENERGY,26/10/2023
LTFOODS,30/10/2023
MAXESTATES,30/10/2023
BLUEJET,01/11/2023
CELLO,06/11/2023
HONASA,07/11/2023
AMNPLST,10/11/2023
ESAFSFB,10/11/2023
ASKAUTOLTD,15/11/2023
PROTEAN,17/11/2023
IREDA,29/11/2023
FEDFINA,30/11/2023
GANDHAR,30/11/2023
TATATECH,30/11/2023
FLAIR,01/12/2023
BAJEL,19/12/2023
INDIASHLTR,20/12/2023
DOMS,20/12/2023
INOXINDIA,21/12/2023
PRUDMOULI,22/12/2023
MOTISONS,26/12/2023
MUTHOOTMF,26/12/2023
SURAJEST,26/12/2023
RBZJEWEL,27/12/2023
MUFTI,27/12/2023
HAPPYFORGE,27/12/2023
AZAD,28/12/2023
INNOVACAP,29/12/2023
SUNCLAY,29/12/2023
DIGIDRIVE,10/01/2024
JYOTICNC,16/01/2024
COMSYN,23/01/2024
MEDIASSIST,23/01/2024
DAVANGERE,25/01/2024
EPACK,30/01/2024
NOVAAGRI,31/01/2024
BLSE,06/02/2024
PARKHOTELS,12/02/2024
JSFB,14/02/2024
CAPITALSFB,14/02/2024
RPTECH,14/02/2024
SIGNPOST,14/02/2024
ENTERO,16/02/2024
MODTHREAD,16/02/2024
VSTL,20/02/2024
JUNIPER,28/02/2024
GPTHEALTH,29/02/2024
PLATIND,05/03/2024
EXICOM,05/03/2024
MUKKA,07/03/2024
NIRAJISPAT,11/03/2024
RKSWAMY,12/03/2024
LANCORHOL,12/03/2024
JGCHEM,13/03/2024
GOPAL,14/03/2024
SCILAL,19/03/2024
PVSL,19/03/2024
KRYSTAL,21/03/2024
SRM,03/04/2024
BHARTIHEXA,12/04/2024
JNKINDIA,30/04/2024
INDGN,13/05/2024
AADHARHFC,15/05/2024
TBOTEK,15/05/2024
GODIGIT,23/05/2024
AWFIS,30/05/2024
BOROSCI,07/06/2024
KRONOX,10/06/2024
IXIGO,18/06/2024
RETAIL,26/06/2024
AFIL,26/06/2024
DEEDEV,26/06/2024
STANLEY,28/06/2024
ABDL,02/07/2024
VRAJ,03/07/2024
BANSALWIRE,10/07/2024
EMCURE,10/07/2024
SANSTAR,26/07/2024
AKUMS,06/08/2024
CEIGALL,08/08/2024
OLAELEC,09/08/2024
UNIECOM,13/08/2024
FIRSTCRY,13/08/2024
SSDL,20/08/2024
INTERARCH,26/08/2024
MFML,27/08/2024
GLOBALE,27/08/2024
ORIENTTECH,28/08/2024
PREMIERENE,03/09/2024
ECOSMOBLTY,04/09/2024
RAYMONDLSL,05/09/2024
STYLEBAAZA,06/09/2024
GALAPREC,09/09/2024
RVTH,11/09/2024
BALAJEE,12/09/2024
BAJAJHFL,16/09/2024
KROSS,16/09/2024
PNGJL,16/09/2024
TOLINS,16/09/2024
ARKADE,24/09/2024
NORTHARC,24/09/2024
WCIL,24/09/2024
MANBA,30/09/2024
KRN,03/10/2024
DIFFNKG,04/10/2024
GARUDA,15/10/2024
HYUNDAI,22/10/2024
WAAREEENER,28/10/2024
DBEIL,28/10/2024
OCCLLTD,29/10/2024
GODAVARIB,30/10/2024
AFCONS,04/11/2024
SAGILITY,11/11/2024
ACMESOLAR,13/11/2024
SWIGGY,13/11/2024
NIVABUPA,14/11/2024
BLACKBUCK,22/11/2024
NTPCGREEN,27/11/2024
EIEL,29/11/2024
SURAKSHA,06/12/2024
ROSSTECH,09/12/2024
ODIGMA,12/12/2024
VMM,18/12/2024
SAILIFE,18/12/2024
MOBIKWIK,18/12/2024
IKS,19/12/2024
IGIL,20/12/2024
SANATHAN,27/12/2024
TRANSRAILL,27/12/2024
MAMATA,27/12/2024
CEWATER,27/12/2024
DAMCAPITAL,27/12/2024
VENTIVE,30/12/2024
SENORES,30/12/2024
CARRARO,30/12/2024
UNIMECH,31/12/2024
INDOFARM,07/01/2025
SGLTL,13/01/2025
QUADFUTURE,14/01/2025
LAXMIDENTL,20/01/2025
ONESOURCE,23/01/2025
STALLION,23/01/2025
ITCHOTELS,29/01/2025
DENTA,29/01/2025
AGARWALEYE,04/02/2025
JUBLCPL,14/02/2025
AJAXENGG,17/02/2025
HEXT,19/02/2025
BAJAJINDEF,21/02/2025
QPOWER,24/02/2025
PRABHA,19/03/2025
